Rating,Size,hourly,employer_provided,same_state,age,python_yn,R_yn,spark,aws,excel,desc_len,num_comp,is_senior,Revenue_Category,Latitude,Longitude,HQ_Latitude,HQ_Longitude,Log_Population,Log_HQ_Population,job_title_analyst,job_title_data engineer,job_title_data scientist,job_title_director,job_title_manager,job_title_mle,Sector_-1,Sector_Accounting & Legal,Sector_Aerospace & Defense,Sector_Agriculture & Forestry,"Sector_Arts, Entertainment & Recreation",Sector_Biotech & Pharmaceuticals,Sector_Business Services,"Sector_Construction, Repair & Maintenance",Sector_Consumer Services,Sector_Education,Sector_Finance,Sector_Government,Sector_Health Care,Sector_Information Technology,Sector_Insurance,Sector_Manufacturing,Sector_Media,Sector_Mining & Metals,Sector_Non-Profit,"Sector_Oil, Gas, Energy & Utilities",Sector_Real Estate,Sector_Retail,Sector_Telecommunications,Sector_Transportation & Logistics,Sector_Travel & Tourism,Ownership_-1,Ownership_College / University,Ownership_Company - Private,Ownership_Company - Public,Ownership_Government,Ownership_Hospital,Ownership_Nonprofit Organization,Ownership_Other Organization,Ownership_School / School District,Ownership_Subsidiary or Business Segment,Ownership_Unknown
0.8499999999999999,0.6747425010840046,0.0,0.0,1.0,0.0324909747292418,1.0,0.0,1.0,1.0,1.0,0.4655744504355039,0.0,0.0,0.6,0.9335053661605253,0.006166091409641972,0.8865571535600314,0.003121576909028867,0.7409816612979747,0.7409816612979747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7833333333333333,0.9999999999999999,0.0,0.0,0.0,0.8664259927797834,1.0,0.0,1.0,0.0,0.0,0.3446702613023641,0.75,0.0,1.0,0.8728111381214356,0.3450833014068571,0.6321305401868776,1.0,0.5427040426609135,0.49680425649622584,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7666666666666666,0.9247425010840047,0.0,0.0,1.0,0.0938628158844765,0.0,0.0,0.0,0.0,1.0,0.1536706760680215,0.0,0.0,0.55,0.853385846050049,0.32475032351680205,0.749869636208202,0.1893014475271163,0.6444760771642368,0.6444760771642368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8166666666666665,0.5752574989159952,0.0,0.0,1.0,0.0361010830324909,0.0,0.0,0.0,0.0,1.0,0.3351306511820821,0.75,0.0,0.25,0.8728111381214356,0.3450833014068571,0.7830100612058902,0.2011839916436674,0.5427040426609135,0.5427040426609135,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8833333333333332,0.6747425010840046,0.0,0.0,1.0,0.0361010830324909,1.0,0.0,1.0,1.0,1.0,0.3894649523019494,0.0,0.0,0.6,0.8151534154570281,0.00779929054507944,0.6846433840678969,0.0040760146152460375,0.5018894951180137,0.5018894951180137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8666666666666666,0.5752574989159952,0.0,0.0,1.0,0.03971119133574,0.0,0.0,0.0,0.0,0.0,0.3219618415595188,0.0,0.0,0.6,0.8196680359428361,0.005571673691470713,0.6923455303755622,0.0027742006025172072,0.7491548013339722,0.7491548013339722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8333333333333333,0.7499999999999999,0.0,0.0,1.0,0.3826714801444043,1.0,0.0,0.0,0.0,1.0,0.413728743260058,0.0,0.0,0.5,0.8423804536846954,0.12092382932452639,0.7310939401252912,0.07018572712168275,0.7356872256063145,0.7356872256063145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,0.6747425010840046,0.0,0.0,1.0,0.0324909747292418,1.0,0.0,1.0,0.0,0.0,0.2603691414350891,0.75,0.0,0.625,0.9335053661605253,0.006166091409641972,0.8865571535600314,0.003121576909028867,0.7409816612979747,0.7409816612979747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8166666666666665,0.6747425010840046,0.0,0.0,0.0,0.0288808664259927,0.0,0.0,0.0,0.0,1.0,0.6742015761094982,0.0,1.0,0.55,0.7616994402714135,0.17502035518783565,0.6846433840678969,0.0040760146152460375,0.8001862044007746,0.5018894951180137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7999999999999999,0.7499999999999999,0.0,0.0,0.0,0.0938628158844765,1.0,0.0,0.0,1.0,1.0,0.6222521775197014,0.0,0.0,0.5,0.8671334676088454,0.23578240203705025,0.8147320778208204,0.024426380297399297,0.8774005513015393,0.07599359470700162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.8833333333333332,0.5752574989159952,0.0,0.0,0.0,0.3104693140794224,1.0,0.0,0.0,0.0,1.0,0.2592285358772294,0.0,0.0,0.25,0.8246057231204866,0.24847927978151274,0.6049623670976317,0.1491203177569126,0.5489558051603807,0.4247715885707495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.8333333333333333,0.7499999999999999,0.0,0.0,0.0,0.0324909747292418,1.0,0.0,0.0,1.0,0.0,0.34767731231854,0.75,0.0,0.25,0.8221861303572433,0.2363860968635919,0.7147167031715134,0.1777215959868832,0.3717818843913687,0.4987681837821434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8333333333333333,0.9999999999999999,0.0,0.0,0.0,0.6209386281588448,1.0,0.0,0.0,1.0,1.0,0.3412484446287847,0.0,0.0,1.0,0.8728111381214356,0.3450833014068571,0.7506619404013242,0.19000583220993894,0.5427040426609135,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7499999999999999,0.9247425010840047,0.0,0.0,0.0,0.2490974729241877,1.0,0.0,1.0,1.0,1.0,0.4161136457901285,0.0,0.0,0.25,0.9093941062082036,0.0018010140997570812,0.14189081243405727,0.15101472263637045,0.5320398583116039,0.7688790031914599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7833333333333333,0.9999999999999999,0.0,0.0,1.0,0.6101083032490975,0.0,0.0,0.0,0.0,1.0,0.4658855246785566,0.0,0.0,0.75,0.8716175362165428,0.3404660120584096,0.7809737224851733,0.19848565868533352,0.6018080830387911,0.6018080830387911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8333333333333333,0.9999999999999999,0.0,0.0,0.0,0.6209386281588448,0.0,0.0,0.0,1.0,1.0,0.4778100373289091,0.0,0.0,1.0,0.8608183261575515,0.33884758962622313,0.7506619404013242,0.19000583220993894,0.26967749732171875,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.9666666666666666,0.7499999999999999,0.0,0.0,1.0,0.03971119133574,1.0,0.0,1.0,0.0,1.0,0.3166735794276234,0.0,0.0,0.25,0.7059654941042663,0.26770062088241975,0.49836386224928986,0.1559617364402946,0.541370163056315,0.541370163056315,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7999999999999999,0.9247425010840047,0.0,0.0,1.0,0.2021660649819494,1.0,0.0,0.0,0.0,0.0,0.3604313562836997,0.75,0.0,0.5,0.9181714668276184,0.026377359021053204,0.8603968292314805,0.01493299382703367,0.474486464634289,0.474486464634289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7666666666666666,0.9247425010840047,0.0,0.0,1.0,0.0866425992779783,1.0,0.0,0.0,0.0,0.0,0.3043343011198672,0.0,0.0,0.5,0.872416890512888,0.2660695005285041,0.782337456992086,0.15500851356907475,0.7206885884708298,0.7206885884708298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0902527075812274,1.0,0.0,0.0,0.0,0.0,0.4809207797594359,0.0,0.0,1.0,0.8728111381214356,0.3450833014068571,0.8856532975415491,0.5054411098546947,0.5427040426609135,0.4821033957059546,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7999999999999999,0.9999999999999999,0.0,0.0,1.0,0.0902527075812274,1.0,0.0,1.0,0.0,1.0,0.1990875155537121,0.0,0.0,0.75,0.8149152062823837,0.008109328701584095,0.6842369884648322,0.004257200179524967,0.5702503792249389,0.5702503792249389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.95,0.6747425010840046,0.0,0.0,1.0,0.1696750902527075,1.0,0.0,0.0,0.0,1.0,0.1818747407714641,0.75,0.0,0.525,0.9850267461920112,0.8230891855468172,0.9744549532140147,0.4805294980902249,0.6192243727253892,0.4802885102329708,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8666666666666666,0.6747425010840046,0.0,0.0,0.0,0.0469314079422382,1.0,0.0,0.0,0.0,1.0,0.1381169639153878,0.0,0.0,0.5,0.49701847219003675,0.2592354705484202,0.7733236990604662,0.13730880495123132,0.7688790031914599,0.8774005513015393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7499999999999999,0.9247425010840047,0.0,0.0,1.0,0.187725631768953,1.0,0.0,1.0,1.0,0.0,0.4762546661136458,0.25,0.0,0.75,0.7765191462121703,0.04022130626041909,0.6187315770513293,0.023023363801784325,0.4918744078580455,0.4918744078580455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.95,0.6747425010840046,0.0,0.0,1.0,0.03971119133574,1.0,0.0,1.0,0.0,1.0,0.3417669017005392,0.0,0.0,0.25,0.8741283761820402,0.34476391005672613,0.7852573287883359,0.200997340095188,0.42925836995003364,0.42925836995003364,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7499999999999999,0.9999999999999999,0.0,0.0,0.0,0.5451263537906137,1.0,0.0,0.0,0.0,1.0,0.3264205723766072,0.0,1.0,0.75,0.8169943236926656,0.008425433168646856,0.9642235839411054,0.5145170137544725,0.61110826112011,0.4916099811884249,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7499999999999999,0.6747425010840046,0.0,0.0,1.0,0.1299638989169675,1.0,0.0,0.0,0.0,1.0,0.1381169639153878,0.0,0.0,0.25,0.8585539225212238,0.3373647207783439,0.7586866079194058,0.19667327140724183,0.41037600472834823,0.41037600472834823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8666666666666666,0.6747425010840046,0.0,0.0,1.0,0.0469314079422382,1.0,0.0,0.0,1.0,1.0,0.2743674823724595,0.75,0.0,0.25,0.8196680359428361,0.005571673691470713,0.6923455303755622,0.0027742006025172072,0.7491548013339722,0.7491548013339722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7666666666666666,0.42474250108400463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.164765657403567,0.0,0.0,0.0,0.8725834635977237,0.3421173949084705,0.7884632557420826,0.20039318471070844,0.4285339529394723,0.5381824066968808,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8666666666666666,0.5752574989159952,0.0,0.0,1.0,0.03971119133574,0.0,0.0,0.0,0.0,0.0,0.3552467855661551,0.0,0.0,0.5,0.8196680359428361,0.005571673691470713,0.6923455303755622,0.0027742006025172072,0.7491548013339722,0.7491548013339722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7333333333333333,0.9999999999999999,0.0,0.0,0.0,0.0216606498194945,0.0,0.0,0.0,1.0,0.0,0.3259021153048527,0.75,0.0,0.75,0.8573455359544417,0.32505665253793686,0.7622831580064386,0.19348764733001328,0.548862330915497,0.4309367750768973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8833333333333332,0.9247425010840047,0.0,0.0,1.0,0.1010830324909747,1.0,0.0,1.0,0.0,1.0,0.9034632932393196,0.75,1.0,0.75,0.8671334676088454,0.23578240203705025,0.7733236990604662,0.13730880495123132,0.8774005513015393,0.8774005513015393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.9999999999999999,0.8099485002168009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2909581086686022,0.0,0.0,0.6,0.8325989445523021,0.30583296276726046,0.6551271144386627,0.5322093861920717,0.6192243727253894,0.5719462414192129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7833333333333333,0.9999999999999999,0.0,0.0,0.0,0.2274368231046931,1.0,0.0,0.0,0.0,1.0,0.7132932393197843,0.75,1.0,1.0,0.9336280672674795,0.007077295054127353,0.6880165992247304,0.0033582408403577957,0.5700226049115675,0.40205243976518723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6833333333333332,0.9999999999999999,0.0,0.0,0.0,0.1263537906137184,0.0,0.0,0.0,0.0,1.0,0.3115927001244297,0.0,0.0,0.75,0.847339286057263,0.12014930788074119,0.7611308089899698,0.10516341025093467,0.5230449038201928,0.6942559908761592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.95,0.7499999999999999,0.0,0.0,0.0,0.0794223826714801,0.0,0.0,0.0,0.0,0.0,0.2358979676482787,0.75,0.0,0.25,0.842032733731541,0.2593433773052215,0.8839755625951164,0.4772932047222346,0.44316052429943054,0.4945183463151188,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7833333333333333,0.9999999999999999,0.0,0.0,0.0,0.3465703971119133,0.0,0.0,0.0,0.0,0.0,0.2418083782662795,0.75,0.0,1.0,0.8534414258348317,0.22278386719031928,0.7791664690536716,0.13645783778076298,0.5357059586298187,0.47887043849004707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7999999999999999,0.7499999999999999,0.0,0.0,1.0,0.1335740072202166,1.0,0.0,0.0,0.0,1.0,0.2600580671920365,0.0,0.0,0.7749999999999999,0.6846048451826998,0.28527779707549816,0.4619216311165151,0.1662337965727556,0.5895216934113365,0.5895216934113365,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7166666666666666,0.9999999999999999,0.0,0.0,1.0,0.3935018050541516,1.0,0.0,0.0,0.0,0.0,0.3978639568643716,0.75,0.0,1.0,0.8726936104874703,0.34537104129040463,0.7828095537579572,0.20135214615004776,0.7258202819205666,0.7258202819205666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9333333333333332,0.9247425010840047,0.0,0.0,1.0,0.0685920577617328,1.0,0.0,0.0,0.0,1.0,0.1267109083367897,0.0,0.0,0.25,0.7843380331909946,0.2426533644621096,0.6320709511279132,0.14132417911729805,0.6101735186712738,0.6101735186712738,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7833333333333333,0.9999999999999999,0.0,0.0,0.0,0.5703971119133574,1.0,0.0,0.0,0.0,1.0,0.4486727498963085,0.75,0.0,1.0,0.858440584647242,0.32781371282353505,0.8820228264642413,0.5091266613453389,0.6493476225560015,0.4821033957059544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7833333333333333,0.9999999999999999,0.0,0.0,0.0,0.296028880866426,0.0,0.0,0.0,0.0,1.0,0.4190170053919535,0.0,0.0,1.0,0.7610205960322078,0.04035344120924145,0.7139507094900784,0.17780338959557757,0.8067348340324023,0.3174972306708266,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7499999999999999,0.9999999999999999,0.0,0.0,0.0,0.5451263537906137,1.0,0.0,0.0,0.0,1.0,0.3251762754043965,0.0,0.0,0.75,0.7884346463287019,0.10992498438340192,0.9642235839411054,0.5145170137544725,0.7098740812450601,0.4945183463151188,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8499999999999999,0.7499999999999999,0.0,0.0,0.0,0.0324909747292418,1.0,0.0,1.0,0.0,1.0,0.3936126088759851,0.75,0.0,0.675,0.8196680359428361,0.005571673691470713,0.6839460724847777,0.0045710583301091234,0.7491548013339722,0.5501033273035967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.95,0.5752574989159952,0.0,0.0,1.0,0.0180505415162454,1.0,0.0,1.0,0.0,0.0,0.4783284944006636,0.5,0.0,0.65,0.9463926577000732,0.8630744925443554,0.9085434545700857,0.5038968167870339,0.6493476225560018,0.49121215019886266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8499999999999999,0.7499999999999999,0.0,0.0,1.0,0.0469314079422382,0.0,0.0,0.0,0.0,1.0,0.1429904603898797,0.0,0.0,0.575,0.8373537022438975,0.3086115276678758,0.7225180752943491,0.1798699734607095,0.7115706057690738,0.7115706057690738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
