Rating,employer_provided,same_state,age,python_yn,R_yn,spark,aws,excel,desc_len,num_comp,is_senior,Principal_Component_1,Principal_Component_2,Principal_Component_3,Principal_Component_4,Principal_Component_5,Principal_Component_6,Principal_Component_7,Principal_Component_8,Principal_Component_9,Principal_Component_10,Principal_Component_11,Principal_Component_12,Principal_Component_13,Principal_Component_14,Principal_Component_15,Principal_Component_16,Principal_Component_17,Principal_Component_18,Principal_Component_19,Principal_Component_20
0.6129032258064515,0,0,0.1672727272727272,1,0,0,0,1,0.2207590211530485,0.0,0,-0.33120717045120596,-0.7101777218797751,-0.5715855939902859,0.031439152734667214,0.04103106652897902,0.32594216274871474,0.10545205215684827,0.0854534003180368,0.6095407590758599,0.5780809479677124,0.2503414114132149,-0.30679284801950635,-0.03724973491444529,-0.4902858057136605,-0.049567046156470576,-0.09649004851729713,0.2329554778223626,-0.10522767261892772,0.5016540523739315,-0.3796240915644356
0.4838709677419354,0,0,0.1272727272727272,1,0,0,0,0,0.4537536291995023,0.0,0,0.5229692795984675,-0.10086846750408583,-0.47951404489274696,-0.15003278829248715,0.4749824798550989,0.40280493866466704,0.25332611951493383,0.19798176863211317,-0.05699864504724852,-0.3452948117637802,0.8999531406679678,0.6655336697103676,-0.06467222679269494,0.08764824422915521,-0.07071993051441257,-0.011684109989228328,-0.35900983180644563,0.3455106247161481,0.18348200145502588,0.22970815143111506
0.935483870967742,0,1,0.0327272727272727,1,0,1,0,1,0.3166735794276234,0.0,0,-0.5246189819776683,-0.6778064588243157,-0.7546860454135322,-0.01727945233906666,-0.0638770016428581,-0.009624889765808565,-0.05968287201187904,0.2561603477697314,0.7932585408403816,0.8732368454987752,0.3764663129482477,-0.5381233586898571,-0.1720022220562007,-0.6745184477532469,0.011451112838987637,0.10675879163845158,-0.12808438892490706,-0.6667796422011882,-0.03594183570819571,-0.05500166788870906
0.6129032258064515,0,1,0.1963636363636363,1,0,0,0,0,0.3604313562836997,0.75,0,0.3987986928937991,0.23453121045397354,-0.9782319302189239,-1.7082631001396384,-0.25891899805141955,-0.012538621009689865,-0.24068214406563082,-0.9932135894408209,-0.5450312025050055,0.09808735237238103,0.1543967669899817,-0.307072419495065,-0.522128733461453,0.6507025180043196,-1.2213764151251956,0.32669803489558347,1.5124523476129141,-0.5135424659228379,-0.21477779194688826,-0.5865433666061765
0.3225806451612903,0,1,0.0763636363636363,1,0,0,0,1,0.2406677727084197,0.75,0,-0.5574578998737018,-0.7209764965571043,-0.2613961228480861,-0.8059258225936121,-0.7072838698227037,-0.9030285123721026,0.8210648076757668,1.0763154648623026,-0.7014722587942824,0.1620398912686273,-0.09810310319350966,-0.6180591140296605,0.06402048361427087,-0.3939280595626426,0.5630260071707548,0.2976580737098061,0.2865535499789482,0.16888357282165467,-0.2955282315393799,-0.2359832305714894
0.4838709677419354,0,1,0.069090909090909,1,0,0,1,1,0.3463293239319784,0.75,0,0.6459834791858622,-0.16130020060313424,-0.0775780086694146,-0.8800961338008699,-0.03648867947869567,0.08421553618268082,-0.2979784061992836,0.5069023604623201,0.08797962258123587,0.6955739940973035,-0.5191449880936089,-0.07411219673739115,-0.5851015764019427,0.572219984537847,0.33905427751281586,-0.3379674231135308,-0.17660946751485143,-0.1572713584115686,0.22630236631958905,-0.028016869218544228
0.7096774193548386,0,1,0.04,0,0,0,0,1,0.1429904603898797,0.0,0,-0.5533952275465133,-0.9593456159138233,-0.5025429199777405,0.07397211449283855,0.31253841425663414,-0.00954896656838355,0.5823721684904509,-0.13078055532050334,0.2912654499627058,0.3818926782726638,-0.1554348272481451,-0.20632818278911022,0.024831724385572233,-0.2953951159760478,-0.1916619789918051,-0.1722464158268082,0.0902333675372107,-0.027816870986108223,0.6277640669774445,-0.5935598944275107
0.6129032258064515,0,0,0.0509090909090909,1,0,1,1,1,0.3522397345499792,0.0,0,-0.5345498297872204,-1.0538669640101075,-0.07144342741660042,-0.15851993055777186,-0.3148802483708349,0.10629319136103667,-0.7023282415175988,0.90548065676729,-0.04399362235077257,0.22159523379556972,0.4615153920376932,-0.6908598319932812,-0.3592770544391792,0.5374905312866765,0.002299977461368578,-0.20261842912867198,-0.12983992632121835,-0.41565384157380725,0.2671112441258716,0.10711251294889979
0.4516129032258064,0,1,0.0181818181818181,0,0,0,0,0,0.1172749896308585,0.0,0,0.5602919145134274,-0.08911453125357302,-0.8317521004115447,-0.45438967727024393,0.5425300168959385,0.2972129970333358,0.633657451046608,0.3286806476239863,-0.24807079420056413,-0.7563524309500157,1.4202857166738079,0.9576687041286638,-0.4216587814071471,-0.1341862587671163,0.03835614042910876,-0.059339495569312575,-0.015720546534369068,0.4671560596268581,-0.31259468323259215,0.13493533815453637
0.8709677419354838,0,1,0.0363636363636363,1,0,1,0,0,0.4320821236001659,0.5,0,-0.5757190590108867,-0.34281838170992085,0.29017136380539926,-1.0674978828586557,-1.1239557916588543,-0.43023283468306844,0.5744663980958453,0.6194624292718692,0.46722162929806205,0.024786424991701767,0.08382093983601208,0.23392643230875185,-0.266755725058002,-0.8591667540730173,0.5273234809263997,0.1898340113952805,0.5792229185587391,0.15623214952992714,-0.48578936526614236,0.23701070734387472
